"AIDS Report Number","Local Event Date","Event City","Event State","Event Airport","Event Type","Aircraft Damage","Flight Phase","Aircraft Make","Aircraft Model","Aircraft Series","Operator","Primary Flight Type","Flight Conduct Code","Flight Plan Filed Code","Aircraft Registration Nbr","Total Fatalities","Total Injuries","Aircraft Engine Make","Aircraft Engine Model","Engine Group Code","Nbr of Engines","PIC Certificate Type","PIC Flight Time Total Hrs","PIC Flight Time Total Make-Model"," "," "
"20230616012279I","16-JUN-23","ORLANDO","FL","ORLANDO INTL","","NONE","","AIRBUS","A330","243","","","FOREIGN AIR CARRIER","","PR-AIW","0","3","","","","","","10787","4725","",""
"20230802011369I","02-AUG-23","NEWARK","NJ","NEWARK LIBERTY INTL","","NONE","","AIRBUS","A321","UNDESIGNATED SERIES","","","FOREIGN AIR CARRIER","","F-HBUZ","0","0","","","","","","","","",""
"20230813011329I","13-AUG-23","SHIRLEY","MA","","","NONE","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","989JT","0","0","IAE","V2533-A5","","","","","","",""
"20230925018789A","25-SEP-23","","AO","","","MINOR","","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","569JB","0","5","IAE","V2500SERIES","","","","20554","","",""
"20230925022679A","25-SEP-23","FORT LAUDERDALE","FL","FORT LAUDERDALE/HOLLYWOOD INTL","","NONE","","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","569JB","0","0","IAE","V2500SERIES","","","","","","",""
"20230926022319I","26-SEP-23","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","","MINOR","","AIRBUS","A330","323","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","804NW","0","0","P&W","PW4000 SER","1D","","","","","",""
"20231223018849I","23-DEC-23","","","","","MINOR","","AIRBUS","A321","200","","","FOREIGN AIR CARRIER","","C-GHPJ","0","0","","","","","","","","",""
"20240101006889I","01-JAN-24","LOS ANGELES","CA","LOS ANGELES INTL","","NONE","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","989JT","0","0","IAE","V2533-A5","","","","","","",""
"20240302004899A","02-MAR-24","","","","","SUBSTANTIAL","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","991JT","0","0","IAE","V2533-A5","","","","13300","","",""
"20240316002689I","16-MAR-24","SAN JUAN","PR","","","NONE","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","949JT","0","1","IAE","V2533-A5","","","","","","",""
"20240327002721A","27-MAR-24","LOS ANGELES","CA","LOS ANGELES INTL","","SUBSTANTIAL","","AIRBUS","A350","UNDESIGNATED SERIES","AIR PACIFIC","","FOREIGN AIR CARRIER","","DQ-FAI","0","0","","","","","","","","",""
"20240404009609I","04-APR-24","SANFORD","FL","ORLANDO SANFORD INTL","","MINOR","","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","230NV","0","0","","","","","","","","",""
"20240725011539I","25-JUL-24","SANFORD","FL","ORLANDO SANFORD INTL","","MINOR","","AIRBUS","A320","214","ALLEGIANT AIR","","AIR CARRIER/COMMERCIAL","","242NV","0","0","","","","","","","","",""
"20240816010699I","16-AUG-24","ORLANDO","FL","ORLANDO INTL","","NONE","","AIRBUS","A321","211","","","FOREIGN AIR CARRIER","","C-GYFY","0","0","","","","","","","","",""
"20240828011599I","28-AUG-24","BOSTON","MA","GENERAL EDWARD LAWRENCE LOGAN INTL","","NONE","","AIRBUS","A330","UNDESIGNATED SERIES","VIRGIN ATLANTIC AIRWAYS","","FOREIGN AIR CARRIER","","NONE","0","0","","","","","","","","",""
"20240910018582A","10-SEP-24","COLLEGE PARK","GA","HARTSFIELD - JACKSON ATLANTA INTL","","MINOR","","AIRBUS","A350","941","DELTA AIR LINES INC","","AIR CARRIER/COMMERCIAL","","503DN","0","0","ROLLS-ROYC","TRENT XWB-84","","","","22000","1040","157",""
"20241102015479I","02-NOV-24","NEW ORLEANS","LA","LOUIS ARMSTRONG NEW ORLEANS INTL","","MINOR","","AIRBUS","A319","114","","","FOREIGN AIR CARRIER","","C-GBIN","0","0","","","","","","","","",""
"20241204016609I","04-DEC-24","NEW YORK","NY","JOHN F KENNEDY INTL","","MINOR","","AIRBUS","A321","231","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","952JB","0","0","IAE","V2533-A5","","","","","","",""
"20250108000079I","08-JAN-25","PHOENIX","AZ","PHOENIX SKY HARBOR INTL","","NONE","","AIRBUS","A319","114","","","FOREIGN AIR CARRIER","","C-GARO","0","0","","","","","","","","",""
"20250119001549I","19-JAN-25","RALEIGH","NC","RALEIGH-DURHAM INTL","","MINOR","","AIRBUS","A320","251N","FRONTIER AIRLINES INC","","AIR CARRIER/COMMERCIAL","","350FR","0","0","CFM INTL","LEAP-1A26","","","","17401","","",""
"20250131001899I","31-JAN-25","TAMPA","FL","TAMPA INTL","","MINOR","","AIRBUS","A319","114","","","FOREIGN AIR CARRIER","","C-FYJP","0","0","","","","","","","","",""
"20250215001429I","15-FEB-25","ORLANDO","FL","ORLANDO INTL","","MINOR","","AIRBUS","A321","211","","","FOREIGN AIR CARRIER","","C-GJTX","0","0","","","","","","","","",""
"20250328003599I","28-MAR-25","TAMPA","FL","TAMPA INTL","","MINOR","","AIRBUS","A320","232","JETBLUE AIRWAYS","","AIR CARRIER/COMMERCIAL","","509JB","0","0","IAE","V2500SERIES","","","","","","",""
